user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate
74925,13,Male,Germany,980370,text,lifestyle,6704,2804,,4394,63141,01-05-2023,212134,FALSE,mobile,positive,#foodie #fun #lifestyle,0.181086774
77969,27,Female,India,433477,image,tech,15379,2393,1210,1823,66245,20-04-2022,63347,FALSE,mobile,positive,#love #fashion #fitness,0.286542381
15311,25,Female,UK,378427,reel,music,9252,1542,139,3984,2453,01-05-2023,337580,FALSE,mobile,negative,#foodie #travel #fitness,4.456991439
93104,29,Female,USA,140857,reel,fitness,8573,1804,319,2276,17019,14-11-2022,665397,FALSE,mobile,positive,#foodie #fitness,0.628474058
63707,36,Other,Australia,938204,reel,fitness,1132,2035,1914,2943,85311,15-08-2023,694794,FALSE,mobile,positive,#fun,0.059558556
95305,20,Other,Japan,815030,reel,lifestyle,18860,1427,1772,630,20241,17-03-2022,754110,FALSE,desktop,positive,#reels #fashion,1.089817697
38693,62,Male,India,828493,text,fashion,19519,737,368,269,74584,02-09-2023,353109,FALSE,desktop,neutral,#fashion,0.276520433
81932,39,Female,France,195856,reel,lifestyle,15534,1777,296,4176,72793,13-05-2023,499601,FALSE,tablet,negative,#fitness #love,0.241877653
35658,57,Other,Australia,524477,text,fitness,11030,379,1979,5791,3949,24-04-2023,281582,FALSE,tablet,neutral,#foodie #tech #fitness,3.390225374
94478,35,Female,India,812514,reel,fashion,2079,2468,1223,7355,40937,24-01-2023,143083,FALSE,tablet,positive,#reels,0.140948286
28431,58,Other,Brazil,892539,reel,fitness,944,1203,795,3771,86850,11-08-2023,519435,TRUE,desktop,positive,#love #music,0.033874496
12747,20,Other,Germany,322368,video,tech,5840,1661,1402,4915,44951,16-08-2023,728590,FALSE,mobile,neutral,#fashion,0.19806011
69150,20,Male,Canada,921993,text,food,6674,1306,1103,500,37198,30-12-2022,195211,FALSE,desktop,neutral,#fitness,0.244179795
75725,38,Male,Canada,307746,video,food,10721,2465,1470,6849,31133,05-11-2022,305030,FALSE,desktop,negative,#fashion,0.470754505
94654,59,Other,India,790628,video,fashion,12493,355,500,5606,35863,04-03-2022,637053,FALSE,tablet,positive,#love #foodie,0.372194183
45773,25,Male,UK,524824,reel,lifestyle,11510,15,258,7939,78960,24-09-2022,263286,FALSE,tablet,positive,#lifestyle,0.149227457
77435,51,Other,France,637426,text,fitness,834,314,1636,5607,12000,02-02-2022,304622,FALSE,tablet,positive,#fashion #fitness #reels,0.232
66886,49,Other,UK,530909,image,travel,4184,2580,1567,5085,23454,09-02-2022,378379,FALSE,tablet,negative,#reels #tech,0.355205935
76803,61,Female,Australia,880985,reel,tech,7178,1039,1812,5597,2314,17-11-2023,171217,FALSE,desktop,neutral,#tech #fitness,4.334053587
41551,,Male,UAE,838360,text,fitness,5168,1486,1144,2750,12440,17-09-2022,562099,FALSE,tablet,neutral,#music #lifestyle #love,0.626848875
21394,37,Male,Germany,748431,video,education,4991,2592,1078,1312,91421,24-09-2022,396345,FALSE,mobile,neutral,#lifestyle #fun #music,0.094737533
79092,28,Male,Germany,776608,text,travel,8146,693,1516,2153,16759,29-10-2023,780044,TRUE,desktop,negative,#fitness #tech,0.617876962
13890,14,Female,Canada,333829,reel,tech,13884,68,17,4736,14787,23-10-2023,42518,FALSE,mobile,positive,#reels #foodie #travel,0.944681139
51606,30,Female,Germany,905064,text,tech,5290,410,1332,608,6653,13-08-2022,274361,FALSE,desktop,positive,#tech,1.056966782
90038,29,,UK,147547,video,food,19918,2859,1903,3043,73974,18-01-2023,133257,FALSE,desktop,negative,#tech #fun #foodie,0.333630735
97313,42,Male,France,374244,text,fashion,14844,918,1656,5104,17335,13-05-2023,771262,FALSE,tablet,negative,#fun #reels,1.004788001
20627,51,Male,France,410074,text,fitness,18436,2894,109,5695,86543,01-10-2023,620110,FALSE,mobile,negative,#love #music #travel,0.247726564
18792,25,Male,Canada,307977,video,tech,8151,739,330,1663,74315,05-01-2022,117310,FALSE,desktop,positive,#foodie #music #love,0.124066474
83969,44,Female,India,939457,reel,fitness,28,1490,1596,3294,95708,22-03-2023,545643,FALSE,mobile,neutral,#fashion #foodie #love,0.032536465
53001,62,Female,France,569092,image,tech,18244,2486,945,5924,44243,15-10-2022,512624,FALSE,desktop,neutral,#tech #reels,0.489908008
86552,41,Other,UK,178944,video,lifestyle,7934,2577,1287,1997,74411,27-02-2022,570760,FALSE,desktop,neutral,#love,0.158551827
33897,,Female,USA,544056,video,music,2572,2777,267,2429,88819,13-03-2022,721632,FALSE,desktop,neutral,#tech #music #foodie,0.063229714
78148,42,Other,India,715929,reel,food,15281,272,434,6981,29387,29-10-2023,650505,FALSE,mobile,neutral,#love #music #fitness,0.544016062
33483,30,Male,UAE,721208,reel,fashion,8051,458,449,6022,69946,11-11-2023,107051,FALSE,desktop,positive,#fashion,0.128070226
58555,25,Female,Japan,666650,text,travel,2127,819,296,4199,80963,25-06-2023,640796,FALSE,mobile,negative,#music,0.040042983
27159,55,Male,Brazil,591592,video,travel,10083,1196,1941,2711,24240,23-03-2022,148086,FALSE,mobile,negative,#travel #fashion #reels,0.545379538
90077,33,Male,Germany,915042,text,lifestyle,19091,2615,1662,3185,94333,10-09-2023,745744,FALSE,tablet,negative,#foodie,0.24771819
45920,42,Male,Germany,990766,text,education,,860,1160,1531,30757,04-10-2022,143321,FALSE,mobile,neutral,#love #fitness,0.388626979
77121,33,Male,USA,776355,reel,food,15877,1973,1613,6083,59594,06-06-2023,279474,FALSE,desktop,positive,#fitness,0.326593281
79479,60,Female,India,369861,reel,tech,,1544,718,5174,14846,28-07-2023,133555,TRUE,desktop,positive,#foodie #lifestyle #reels,0.27448471
99475,29,Male,Canada,309939,text,food,12519,2544,1930,4216,71527,16-05-2022,728398,FALSE,desktop,negative,#music,0.237574622
29457,52,Other,UK,310544,video,fashion,7816,794,1020,7384,88214,24-04-2022,440120,FALSE,desktop,positive,#tech,0.109166345
76557,31,,USA,688310,video,music,8351,804,1420,3706,90167,06-06-2022,516878,FALSE,mobile,positive,#reels #music #tech,0.117282376
87189,64,Male,Brazil,284740,text,travel,15648,1095,183,3074,49594,31-01-2023,771562,FALSE,tablet,neutral,#music #fun,0.341291285
88953,27,Female,France,151645,image,fitness,11234,2981,411,7259,7845,17-08-2022,123386,FALSE,mobile,positive,#music,1.864372212
62995,21,Other,Canada,915982,image,travel,8496,1890,1624,4502,1523,04-09-2023,77112,FALSE,desktop,positive,#fitness #love #fun,7.885751806
50757,64,Male,Japan,579367,reel,education,12133,839,319,675,47405,12-09-2022,2189,FALSE,mobile,positive,#fashion #reels #music,0.280371269
19692,22,Other,Canada,665156,video,education,8591,2682,740,6584,12159,28-06-2022,159547,FALSE,tablet,positive,#fitness,0.987992434
55758,56,,USA,198039,text,education,11712,602,1599,1654,24821,17-08-2022,108929,FALSE,tablet,positive,#foodie,0.560533419
82409,43,Other,UAE,277452,text,education,6249,,1349,4527,79887,02-01-2023,774779,FALSE,tablet,negative,#travel #music,0.129946049
81211,,Male,USA,498944,video,fashion,15441,1432,1590,5004,95131,31-01-2022,244696,TRUE,tablet,positive,#lifestyle,0.194079743
75697,64,Female,USA,394944,reel,tech,6485,1833,804,4156,72283,18-04-2022,565611,TRUE,tablet,negative,#travel,0.126198415
47065,42,Male,USA,635174,reel,food,9177,366,416,6869,34779,09-10-2022,330379,FALSE,mobile,positive,#travel,0.286350959
42606,45,Female,Canada,572830,image,travel,1805,255,1816,3544,97995,13-09-2023,501651,FALSE,tablet,positive,#foodie,0.039553038
21534,64,Male,USA,300981,video,education,2096,2487,881,5366,63738,25-01-2023,578579,FALSE,tablet,neutral,#fashion,0.085725941
50397,21,Male,India,278308,video,travel,12493,1358,790,3818,28377,25-06-2023,39871,FALSE,desktop,positive,#music,0.515946013
11016,59,Other,Canada,670093,text,education,5337,2482,1723,7082,66975,13-06-2023,507330,FALSE,tablet,neutral,#love,0.142471071
99789,13,Other,France,918964,video,fitness,16035,689,1975,7012,14864,08-02-2023,305762,FALSE,mobile,neutral,#reels #fitness #tech,1.25800592
65591,56,Other,India,212765,image,food,17843,307,1726,3443,72082,19-06-2022,458375,FALSE,desktop,positive,#lifestyle #reels #fitness,0.275741517
99812,47,,Brazil,128688,video,fitness,9537,2035,1927,7456,16981,24-06-2022,428566,FALSE,mobile,neutral,#fun #fitness,0.794947294
33247,23,Male,France,385233,text,fitness,8422,1696,1808,5709,76776,15-03-2022,17089,FALSE,desktop,positive,#foodie,0.155335001
34300,46,Male,Japan,549158,image,education,3782,408,1630,1047,50042,30-03-2023,331448,FALSE,tablet,positive,#fun #fashion #lifestyle,0.116302306
84065,28,Female,Germany,657873,text,music,13798,825,89,2453,8301,24-05-2023,217024,FALSE,mobile,negative,#reels #travel,1.772316588
92798,21,Female,Canada,814364,video,tech,,1191,758,1331,24668,28-08-2022,445092,FALSE,desktop,positive,#foodie #travel #fun,0.88507378
19268,44,Male,Germany,350322,reel,travel,9074,2134,1464,4082,31430,06-04-2022,204102,FALSE,mobile,positive,#fashion #foodie #fitness,0.403181674
96807,27,Other,Canada,350483,video,music,6419,2050,,2660,2916,29-05-2023,204524,FALSE,desktop,positive,#fitness,3.280864198
22185,24,Other,France,102438,video,lifestyle,8624,2419,573,7539,33194,21-07-2022,561121,FALSE,tablet,negative,#reels #tech #fun,0.349942761
73704,45,Other,Japan,455239,text,food,7889,,1757,7930,93778,06-02-2022,677770,FALSE,mobile,neutral,#love,0.119399006
96779,57,Male,UK,516428,reel,music,10455,2689,1290,7802,82902,01-04-2022,573690,FALSE,mobile,positive,#fitness #foodie,0.174109189
49099,26,Other,UK,805722,video,tech,14432,97,962,2262,18155,21-08-2022,6661,FALSE,mobile,positive,#music #foodie,0.853263564
18571,20,Male,India,565393,image,lifestyle,11194,2717,935,4357,90949,21-10-2023,29155,FALSE,tablet,neutral,#music,0.16323434
48044,20,Female,USA,248055,image,tech,,1774,1959,7058,18658,10-09-2022,699433,FALSE,tablet,positive,#foodie,1.17558152
61214,39,Other,USA,900458,text,music,7570,1545,1656,7513,5335,06-01-2023,623717,FALSE,desktop,positive,#tech,2.018931584
71228,24,Female,UK,482312,text,education,617,320,1335,5532,99327,25-12-2023,378630,FALSE,mobile,negative,#reels #lifestyle,0.022873942
58984,13,Other,France,937430,reel,education,12684,533,,6266,16261,20-03-2023,427509,FALSE,desktop,positive,#fun,0.926203801
50774,55,Male,Japan,617951,text,tech,8509,2867,1876,763,53518,17-03-2023,367443,FALSE,desktop,positive,#tech,0.247617624
12568,52,,India,943445,reel,music,14717,2414,1506,2367,14647,05-03-2022,128255,FALSE,tablet,neutral,#travel #fun,1.272410733
72592,54,Male,France,151039,video,fashion,6285,1207,1051,3408,90132,05-01-2022,44423,FALSE,mobile,positive,#reels #love,0.094783207
77563,63,Male,USA,805191,image,fashion,456,416,1365,6301,31008,20-10-2023,472429,FALSE,tablet,neutral,#music #reels,0.072142673
12695,23,Other,India,578388,image,tech,500,2776,425,7494,46669,13-03-2022,684217,TRUE,mobile,neutral,#fitness,0.079303178
58190,51,Female,Germany,789963,image,fashion,18699,1237,882,1684,97288,01-02-2023,765052,FALSE,desktop,positive,#fitness #travel,0.213983225
15258,55,Male,Australia,730734,text,food,3874,847,1837,5184,54359,09-09-2023,498,FALSE,tablet,negative,#music #travel #fashion,0.120642396
97538,43,Other,Brazil,984884,text,travel,4973,669,785,4464,56121,26-11-2022,655478,FALSE,tablet,neutral,#travel,0.114520411
49504,29,Female,India,506321,video,lifestyle,4774,1943,534,869,74981,02-07-2023,351210,TRUE,mobile,negative,#reels #music #tech,0.096704498
43159,45,Male,USA,331120,text,education,15519,2180,1433,5123,2170,27-05-2022,791390,FALSE,desktop,neutral,#music,8.816589862
23986,,Female,France,429326,reel,food,14349,2100,1634,2733,89366,19-02-2023,793851,FALSE,tablet,positive,#tech,0.202347649
71858,41,Male,Germany,676435,image,travel,17387,740,284,7815,72180,15-12-2022,373800,FALSE,desktop,neutral,#lifestyle,0.255070657
22666,33,Female,Brazil,876691,video,fashion,17450,2742,1843,913,33788,31-12-2022,509144,FALSE,tablet,positive,#fitness,0.652154611
48660,33,Female,Brazil,699688,reel,lifestyle,13622,22,621,5875,46711,20-02-2023,558846,FALSE,tablet,neutral,#foodie #fitness,0.305388452
13561,52,Male,India,670722,reel,food,4716,1654,1738,3131,22956,17-09-2023,749254,FALSE,tablet,negative,#lifestyle #travel #foodie,0.353197421
36854,35,Other,Brazil,126515,text,fitness,9820,459,1129,7212,47674,22-05-2023,550933,FALSE,desktop,positive,#lifestyle #music,0.239291857
74505,18,Female,Germany,320370,text,education,16087,649,503,6727,17927,07-06-2023,380074,FALSE,desktop,positive,#love #fitness,0.961622134
62251,34,Male,Japan,682289,image,tech,13302,481,45,1630,12799,07-12-2023,167782,FALSE,desktop,positive,#fashion #fitness #love,1.080396906
32662,62,Female,France,813757,video,education,3234,119,1792,542,83795,07-09-2022,210910,FALSE,desktop,negative,#tech #love,0.061399845
18392,50,Female,India,816775,reel,travel,6494,672,1470,2203,73856,06-09-2022,254098,FALSE,desktop,positive,#fashion #foodie,0.116930243
40535,49,Other,Brazil,471735,text,travel,14239,2255,1167,2935,18776,17-12-2022,569770,FALSE,desktop,neutral,#reels,0.94061568
88603,57,Female,Japan,324215,text,fitness,4498,1884,536,751,3803,26-09-2022,321052,FALSE,desktop,positive,#lifestyle #foodie #music,1.819090192
62256,63,,France,932210,video,fitness,11430,317,61,2111,97293,24-03-2023,104397,FALSE,mobile,positive,#fitness #music #love,0.12136536
99135,20,Male,Canada,786301,video,tech,5267,2385,1765,420,33693,24-03-2022,574566,FALSE,desktop,negative,#fashion,0.279494257
45222,53,Male,Japan,590073,text,fashion,12546,2202,1105,2370,81647,25-06-2023,617502,FALSE,desktop,neutral,#fitness,0.194165125
87373,61,Other,Canada,720137,text,education,3669,867,335,7276,95391,11-02-2023,162172,FALSE,mobile,positive,#love #tech,0.051063518
89575,47,Female,Canada,989515,image,food,9657,393,210,1486,24814,05-12-2022,778649,FALSE,mobile,positive,#music #love,0.413476263
94651,63,Female,Japan,534171,video,music,,2552,399,5699,86472,21-03-2022,100750,FALSE,desktop,positive,#music #travel #love,0.056804515
73335,23,Female,Brazil,309637,reel,music,13940,,708,546,83182,05-04-2022,98477,FALSE,desktop,neutral,#foodie #tech #love,0.187756967
20965,36,Other,Canada,987708,text,food,17259,312,346,6394,35401,16-09-2022,406187,FALSE,desktop,negative,#foodie,0.506115646
34538,61,Female,Brazil,419052,text,food,12093,1282,1221,4961,38480,02-05-2022,454904,FALSE,mobile,positive,#music #tech #love,0.379313929
80592,33,Male,Brazil,557283,text,fashion,8734,2061,376,2557,9651,04-05-2022,205678,FALSE,tablet,neutral,#lifestyle #fitness,1.157496632
18110,63,Other,France,349708,text,education,3516,76,1185,1571,95942,19-06-2023,615884,FALSE,tablet,positive,#fashion #fitness #love,0.049790498
89309,14,Male,UAE,548912,image,education,15032,408,1231,6584,18709,29-12-2023,504976,TRUE,tablet,neutral,#reels #love #travel,0.89106847
37266,52,Male,Germany,980480,video,music,7233,2441,820,453,92772,16-10-2022,297039,FALSE,tablet,positive,#fun,0.113116026
62992,31,Other,Brazil,307748,text,tech,13170,2267,,2691,69308,07-04-2023,124045,FALSE,tablet,positive,#travel #lifestyle,0.235975645
92948,51,Male,France,347387,video,food,5947,743,1450,6960,2260,02-04-2022,494656,FALSE,desktop,positive,#tech #love,3.601769912
16910,40,Female,Australia,770207,reel,travel,16958,432,43,1757,57726,24-01-2022,289472,FALSE,tablet,neutral,#reels,0.301995635
10206,29,Other,Canada,802551,reel,travel,17842,2853,799,4774,91351,17-04-2022,547686,FALSE,desktop,positive,#fun #music #travel,0.235290254
97054,18,Male,India,920688,reel,travel,,1478,1514,4369,1897,21-02-2022,387581,FALSE,mobile,positive,#foodie,5.475487612
97897,31,Female,Brazil,521990,reel,fitness,3172,1677,1302,59,94348,12-12-2023,231170,FALSE,mobile,positive,#tech #music #travel,0.065194811
33419,,Female,Japan,751631,video,fitness,18854,1831,1939,4437,11271,21-10-2022,57719,FALSE,tablet,negative,#lifestyle #music,2.007275308
60636,40,Male,Canada,633415,reel,fashion,3427,987,786,1417,91402,27-10-2022,529310,FALSE,mobile,positive,#fun,0.056891534
60015,14,Female,Canada,218251,reel,food,7798,1521,732,2160,48058,11-12-2022,16065,FALSE,desktop,neutral,#travel,0.209143119
64268,50,Other,Australia,783565,text,fitness,,2701,967,7388,99648,17-01-2023,490632,FALSE,tablet,positive,#fashion #travel,0.114442839
97939,49,Male,India,863570,text,travel,15490,2864,1820,5910,23553,22-07-2023,720114,FALSE,tablet,positive,#fitness #lifestyle,0.856536322
28141,63,Female,France,593322,text,fitness,10707,1553,1169,6211,73529,13-07-2022,80606,FALSE,desktop,positive,#foodie #fashion #fun,0.182635423
90356,64,Female,Australia,967595,image,education,11743,754,1092,1338,20892,11-07-2023,721208,FALSE,desktop,negative,#tech #fitness #lifestyle,0.65044036
81910,16,Male,Germany,289836,text,travel,4206,675,651,466,2030,12-03-2023,306654,FALSE,desktop,neutral,#fun,2.725123153
66044,34,Male,Canada,726112,reel,food,18584,831,521,7001,15805,20-01-2023,146264,FALSE,tablet,positive,#tech,1.261372983
77214,38,Male,Brazil,662952,video,education,19348,1119,110,2310,84538,07-01-2023,62873,FALSE,mobile,neutral,#fashion #fun #fitness,0.243405333
43827,61,Male,Brazil,156795,reel,fashion,3313,27,1572,7948,62694,16-11-2022,303713,FALSE,mobile,neutral,#tech #foodie,0.078348805
65820,55,Other,Australia,221729,video,tech,15055,1253,1616,7298,147,27-08-2022,219353,FALSE,mobile,neutral,#travel #reels,121.9319728
72623,48,Male,Germany,787693,reel,tech,19311,415,607,2471,233,27-01-2023,190168,FALSE,mobile,positive,#fitness,87.26609442
91734,25,Other,UK,344620,image,education,8873,2072,1078,7434,47722,10-10-2023,149994,FALSE,tablet,neutral,#fashion #love,0.251938309
85450,64,Other,USA,136079,text,travel,4458,1710,1667,719,87695,12-10-2022,45699,FALSE,desktop,neutral,#fitness,0.089343748
32299,44,Male,Japan,184225,reel,fitness,18032,2720,1246,1235,11338,13-01-2022,54896,FALSE,mobile,negative,#fitness,1.940201094
53585,29,Other,Japan,648547,text,fitness,9350,541,895,562,35232,20-01-2023,307477,FALSE,tablet,positive,#fashion #love,0.306142144
74044,53,,UK,388715,image,travel,8184,164,1598,982,28182,25-06-2023,88041,FALSE,tablet,positive,#love,0.352920304
52557,48,Male,Canada,151119,image,music,15865,2255,523,2966,56405,21-11-2023,16647,FALSE,mobile,neutral,#music #fun,0.330520344
59080,58,,France,370153,text,food,2341,2996,145,2335,53346,20-10-2022,730803,FALSE,desktop,positive,#music #fashion #travel,0.102763094
12693,31,Male,India,210210,text,education,17902,984,263,4520,51789,14-09-2022,449441,FALSE,desktop,positive,#love,0.369750333
79163,47,Female,UK,603747,video,travel,1838,2661,1567,4649,40864,18-04-2022,179403,TRUE,tablet,positive,#lifestyle,0.148443618
35939,58,Other,Germany,423973,text,music,17254,372,467,4854,22468,04-08-2023,518801,TRUE,desktop,positive,#travel #foodie,0.805278618
58925,52,Female,Brazil,400374,text,food,5538,,1584,1730,35339,19-11-2023,200136,FALSE,tablet,negative,#fun #fashion #music,0.21899318
52941,40,Other,USA,211364,video,fashion,11469,68,871,4339,68070,02-07-2022,782105,FALSE,desktop,neutral,#lifestyle #music,0.182282944
31834,13,Male,Canada,418193,reel,fashion,9533,1543,958,7879,69971,07-12-2023,428831,FALSE,mobile,positive,#fun,0.171985537
28047,54,Other,USA,463906,video,education,5477,,1996,7800,81659,02-01-2023,111108,FALSE,desktop,neutral,#fitness #love #travel,0.111818661
36105,30,Other,India,485417,reel,travel,9363,100,1210,3047,85542,18-06-2023,690569,FALSE,mobile,negative,#fun #travel #fitness,0.124769119
85766,60,Male,Brazil,481610,reel,fashion,12264,0,1366,1357,84325,07-06-2023,125301,FALSE,mobile,neutral,#fun #foodie,0.161636525
25707,52,Other,Germany,791858,reel,fitness,13536,2398,1986,2375,87307,12-10-2022,152871,FALSE,tablet,negative,#fashion #lifestyle #foodie,0.205252729
31976,45,Male,Japan,743341,video,food,17512,2054,1122,2762,92022,16-09-2022,238701,FALSE,mobile,positive,#love #music #lifestyle,0.224815805
54262,24,,India,533531,video,tech,11819,317,678,5225,46370,22-06-2022,654879,FALSE,tablet,neutral,#fun #fashion #lifestyle,0.276342463
33776,20,Male,UK,981450,image,music,12191,2670,1329,1785,87701,18-12-2023,209807,FALSE,mobile,neutral,#love #music #tech,0.184604509
40080,36,Male,Japan,919227,reel,tech,6499,1878,1748,6006,73079,26-11-2022,682711,FALSE,mobile,positive,#fun,0.138548694
76842,28,Other,Japan,738100,video,fashion,12079,2556,1222,1962,44114,28-03-2023,100304,TRUE,mobile,negative,#fun #tech #love,0.359455048
71373,62,Female,Germany,709699,image,music,17668,185,757,6944,64980,16-04-2023,153008,FALSE,desktop,positive,#music #travel,0.286395814
16776,16,Male,UK,401335,reel,food,8762,727,1177,7246,15765,22-03-2022,384358,FALSE,desktop,neutral,#love #fitness,0.676562004
65016,50,Female,Australia,285525,video,fitness,19248,2509,918,1188,40642,17-11-2022,135793,FALSE,mobile,positive,#lifestyle #fashion,0.557920378
19474,56,Female,India,112453,video,tech,6045,342,1119,5965,86869,17-03-2023,790635,FALSE,tablet,,#reels #lifestyle,0.086405968
68053,39,Other,France,220848,video,fitness,12176,2682,574,2678,37068,03-02-2023,651107,FALSE,mobile,positive,#fitness #music #reels,0.41631596
31959,21,Male,UAE,543541,text,fitness,11333,712,705,6105,23581,07-07-2022,182385,FALSE,tablet,,#tech #foodie #love,0.540689538
15530,59,Other,Brazil,674281,image,tech,18361,2623,1958,5176,70658,14-03-2023,247982,FALSE,mobile,positive,#lifestyle #fashion #foodie,0.324690764
13748,28,Male,Germany,472924,video,tech,8638,135,833,5055,52744,24-03-2023,714862,FALSE,mobile,positive,#love,0.182124981
23545,24,Female,Brazil,145706,text,music,13070,1922,1382,3007,47054,15-04-2023,336301,FALSE,tablet,positive,#fitness,0.347983168
76199,43,Male,India,623324,image,fashion,5039,382,813,5307,9245,24-06-2023,701443,FALSE,tablet,positive,#travel,0.674310438
44766,36,Male,UK,608197,image,music,15265,185,398,3123,50594,06-04-2023,795835,FALSE,desktop,neutral,#fitness,0.313238724
83530,26,Female,France,273889,text,education,2973,2686,1807,3143,60935,30-05-2023,458867,TRUE,tablet,positive,#lifestyle #foodie,0.122524001
71087,57,Female,UAE,715722,image,food,4626,927,1399,2800,65606,25-08-2022,54500,FALSE,mobile,positive,#fun #fitness,0.105965918
78840,37,Male,USA,811070,text,travel,16502,963,601,323,43164,30-06-2022,407567,FALSE,tablet,positive,#fun #reels #lifestyle,0.41854323
64384,46,Other,France,675087,reel,food,7999,560,327,3683,23054,14-02-2023,403274,FALSE,desktop,positive,#tech,0.385442873
61005,15,Male,Germany,743874,video,music,2292,1189,1295,7505,96972,31-05-2023,791772,FALSE,mobile,neutral,#travel #foodie #fun,0.04925133
56576,36,Female,Brazil,160964,text,travel,18488,897,1620,2202,39151,13-03-2022,293668,FALSE,mobile,positive,#tech,0.536512477
49353,54,Other,France,546894,image,music,17451,2686,1318,6202,92321,01-07-2022,590505,FALSE,mobile,positive,#music #reels #travel,0.232395663
72003,21,Female,Canada,302222,image,tech,14859,1928,394,7442,86267,14-04-2022,320905,FALSE,tablet,,#fitness #foodie #reels,0.199160745
93211,38,Female,UK,459523,reel,fitness,16807,1837,1495,1794,6674,29-09-2022,290545,FALSE,mobile,neutral,#reels,3.017530716
62733,32,Other,UK,815798,reel,food,3819,2368,547,2248,32481,14-10-2022,167148,FALSE,mobile,positive,#music #lifestyle #fashion,0.207321203
75318,52,Female,Canada,734275,reel,music,12682,1712,1041,2342,26139,28-03-2022,105455,TRUE,tablet,positive,#lifestyle #music,0.590496959
99474,22,Female,Japan,948358,reel,fitness,14785,1738,918,3393,5431,21-01-2023,367931,FALSE,mobile,neutral,#music #reels,3.21137912
33664,31,Female,Japan,628089,reel,food,1280,1180,76,3400,30512,14-03-2022,729329,FALSE,tablet,negative,#reels,0.08311484
77172,15,Female,India,534264,video,education,13241,857,1072,1975,83957,26-08-2023,281581,FALSE,tablet,negative,#love #fitness,0.180687733
95616,36,Female,Australia,926576,text,lifestyle,10011,284,1521,5509,90393,16-11-2023,429579,FALSE,desktop,neutral,#love #music #reels,0.130718087
36736,17,Female,USA,980910,reel,food,14147,2398,1449,3045,17558,06-11-2022,242057,FALSE,mobile,negative,#fitness #love #reels,1.024831985
10854,15,,Canada,765508,reel,fitness,19816,2130,,1307,14158,30-11-2023,524357,FALSE,tablet,positive,#love,1.683853652
48623,39,Female,India,212364,video,lifestyle,17146,1647,1771,7343,35441,19-03-2023,715160,FALSE,desktop,positive,#love,0.580231935
17392,28,Female,Brazil,969251,text,fashion,1629,665,1579,6753,35265,24-08-2022,762338,FALSE,tablet,negative,#fashion #music,0.109825606
65680,61,Male,Canada,775221,reel,education,5499,1393,1017,6492,58525,05-11-2023,248468,TRUE,mobile,positive,#tech,0.13513883
